Name	Activity	IC50	pIC50	logS	apol	ast_fraglike	ast_fraglike_ext	ast_violation	ast_violation_ext	a_acc	a_acid	a_aro	a_base	a_count	a_don	a_donacc	a_heavy	a_hyd	a_IC	a_ICM	a_nB	a_nBr	a_nC	a_nCl	a_nF	a_nH	a_nI	a_nN	a_nO	a_nP	a_nS	balabanJ	BCUT_PEOE_0	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_PEOE_3	BCUT_SLOGP_0	BCUT_SLOGP_1	BCUT_SLOGP_2	BCUT_SLOGP_3	BCUT_SMR_0	BCUT_SMR_1	BCUT_SMR_2	BCUT_SMR_3	bpol	b_1rotN	b_1rotR	b_ar	b_count	b_double	b_heavy	b_max1len	b_rotN	b_rotR	b_single	b_triple	chi0	chi0v	chi0v_C	chi0_C	chi1	chi1v	chi1v_C	chi1_C	chiral	chiral_u	density	diameter	FCharge	GCUT_PEOE_0	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_PEOE_3	GCUT_SLOGP_0	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_1	GCUT_SMR_2	GCUT_SMR_3	Kier1	Kier2	Kier3	KierA1	KierA2	KierA3	KierFlex	lip_acc	lip_don	lip_druglike	lip_violation	logP(o/w)	mr	mutagenic	nmol	opr_brigid	opr_leadlike	opr_nring	opr_nrot	opr_violation	PC+	PC-	PEOE_PC+	PEOE_PC-	PEOE_RPC+	PEOE_RPC-	PEOE_VSA+0	PEOE_VSA+1	PEOE_VSA+2	PEOE_VSA+3	PEOE_VSA+4	PEOE_VSA+5	PEOE_VSA+6	PEOE_VSA-0	PEOE_VSA-1	PEOE_VSA-2	PEOE_VSA-3	PEOE_VSA-4	PEOE_VSA-5	PEOE_VSA-6	PEOE_VSA_FHYD	PEOE_VSA_FNEG	PEOE_VSA_FPNEG	PEOE_VSA_FPOL	PEOE_VSA_FPOS	PEOE_VSA_FPPOS	PEOE_VSA_HYD	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_POS	PEOE_VSA_PPOS	petitjean	petitjeanSC	Q_PC+	Q_PC-	Q_RPC+	Q_RPC-	Q_VSA_FHYD	Q_VSA_FNEG	Q_VSA_FPNEG	Q_VSA_FPOL	Q_VSA_FPOS	Q_VSA_FPPOS	Q_VSA_HYD	Q_VSA_NEG	Q_VSA_PNEG	Q_VSA_POL	Q_VSA_POS	Q_VSA_PPOS	radius	reactive	rings	RPC+	RPC-	rsynth	SlogP	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR	SMR_VSA0	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	TPSA	VAdjEq	VAdjMa	VDistEq	VDistMa	vdw_area	vdw_vol	vsa_acc	vsa_acid	vsa_base	vsa_don	vsa_hyd	vsa_other	vsa_pol	Weight	weinerPath	weinerPol	zagreb
sertindole17	0	1480	2.8297384	-6.64327	49.946068	0	0	2	3	0	0	15	0	41	0	0	22	21	58.238388	1.4204484	0	0	19	1	1	19	0	1	0	0	0	1.7459272	-2.6385715	-0.61623782	0.61148661	2.5940864	-2.4780481	-0.45888767	0.80795091	2.7549169	-2.3836679	-0.42423415	0.83676934	2.8601484	24.373934	4	0.16666667	16	43	0	24	6	4	0.16666667	27	0	15.68987	13.569437	11.610366	13.112519	10.634561	8.0788031	6.6174617	8.4049444	0	0	0.73097557	10	0	-0.8462202	-0.38837698	0.027547842	2.679929	-0.78171247	-0.24236681	0.20280604	2.8454649	-0.52627432	-0.19736257	0.18862054	2.9777806	16.84375	7.2664361	3.4404707	13.343734	5.6881452	2.6699214	3.4500499	1	0	1	1	7.125	9.1522074	0	1	16	1	3	4	1	2.0739999	-2.075	1.0955392	-1.0955392	0.11275746	0.28806913	77.093002	40.822639	9.0208454	0	0	0	0	105.39549	67.077301	0	0	11.908636	0	0	0.96174765	0.5922609	0.038252331	0.038252331	0.4077391	0	299.40927	184.38142	11.908636	11.908636	126.93649	0	0.5	1	2.0739999	-2.075	0.15718418	0.14554217	0.94620961	0.51275069	0.053790402	0.053790402	0.48724934	0	294.57199	159.62846	16.745916	16.745916	151.68945	0	5	0	3	0.15718418	0.14554217	0.68181819	6.3266001	0	1.8990928	9.1210184	0	3.185575	0	7.9114027	148.19049	37.736813	120.76079	9.1566	0	16.859205	9.1210184	11.096977	7.4738488	178.45346	0	105.80067	4.9299998	0.46637034	5.5849624	3.0980628	8.6501455	311.3179	432.05136	0	0	0	0	296.44876	0	0	315.819	998	36	116
sertindole22	0	3500	2.4559319	-5.09761	40.66531	0	0	1	1	0	0	15	0	32	0	0	19	18	47.894283	1.4966964	0	0	16	1	1	13	0	1	0	0	0	1.6957055	-2.3956916	-0.61655438	0.62432051	2.3853948	-2.2977021	-0.47752294	0.81440353	2.5095499	-2.1448832	-0.44179329	0.84156209	2.6825528	17.814692	2	0.095238097	16	34	0	21	3	2	0.095238097	18	0	13.405413	11.284981	9.3259087	10.828063	9.1858721	6.6200776	5.1587362	6.9562564	0	0	0.76300335	10	0	-0.8462075	-0.39580184	0.02942637	2.4861045	-0.78166318	-0.24534807	0.23810163	2.648958	-0.51267856	-0.20019904	0.19350913	2.806905	13.959184	5.7800002	2.7412255	10.625473	4.3274064	2.0258799	2.4200392	1	0	1	0	5.8709998	7.7594624	0	1	16	1	3	2	1	2.0739999	-2.075	0.94679463	-0.94679463	0.13047202	0.33333546	51.500683	40.822639	9.0208454	0	0	0	0	96.694183	48.329624	0	0	11.908636	0	0	0.95389193	0.60761386	0.046108067	0.046108067	0.39238617	0	246.36797	156.93243	11.908636	11.908636	101.34417	0	0.5	1	2.0739999	-2.075	0.15718418	0.14554217	0.93516284	0.61805236	0.064837135	0.064837135	0.38194764	0	241.53069	159.62846	16.745916	16.745916	98.64814	0	5	0	3	0.15718418	0.14554217	1	4.9853702	0	1.8990928	9.1210184	0	3.185575	18.868406	3.5006065	148.19049	0	87.434769	7.7621002	0	16.859205	9.1210184	6.6861815	7.4738488	159.58505	0	72.474655	4.9299998	0.51875818	5.3923173	3.0003669	8.2069368	258.27661	358.76382	0	0	0	0	249.02327	0	0	273.73801	675	30	102
AMBASILIDE	1	3.6300001	5.4400935	-3.43941	58.398617	0	0	1	2	1	0	12	1	51	1	2	25	20	70.088707	1.3742883	0	0	21	0	0	26	0	3	1	0	0	1.2789958	-2.886817	-0.62097448	0.69949567	2.8717101	-3.4744577	-0.53807992	0.70332706	2.7589822	-2.6664898	-0.49986199	0.80226076	3.0888696	32.021381	4	0.14285715	12	54	1	28	3	4	0.14285715	41	0	17.225405	14.526306	12.593493	14.070704	12.169836	9.1946154	6.7850938	8.6405611	2	0	0.68461871	15	1	-0.8783223	-0.37914383	0.080483414	2.9763706	-2.2516811	-0.28276071	0.15199485	2.9164033	-0.63052267	-0.21605732	0.16754369	3.1842446	18.367348	8.3471403	4.6464	14.141811	6.3518128	3.5046623	3.5930457	4	3	1	0	2.707	10.032995	1	1	22	1	4	7	0	5.5819998	-4.5830002	2.7471428	-1.7471429	0.12692839	0.19309603	71.624367	90.36544	30.430351	0	0	12.949531	8.6190128	57.720928	61.274521	0	0	0	13.566921	6.6511192	0.88169217	0.39414674	0.057242114	0.11830783	0.60585326	0.061065715	311.41562	139.21349	20.21804	41.786583	213.98871	21.568544	0.46666667	0.875	5.5819998	-4.5830002	0.11572913	0.20925158	0.64613402	0.37576413	0.057242114	0.35386595	0.62423587	0.29662386	228.21596	132.72072	20.21804	124.98624	220.48148	104.7682	8	0	4	0.11572913	0.20925158	0.36000001	1.7122	36.0215	8.3830976	0	73.758316	39.054958	0	0	158.78867	18.868406	21.196325	9.9402599	26.98653	3.1243138	8.8215923	6.37115	2.7567475	228.99384	79.017097	0	50.77	0.43513325	5.8073549	3.593411	8.9565592	353.20218	491.45459	13.566921	0	0	17.742489	275.11618	12.949531	31.30941	336.45898	1642	38	134
sertindole5	0	75000	1.1249387	-4.7488999	70.98941	0	0	1	2	1	2	15	1	60	1	2	33	24	97.180183	1.6196697	0	0	25	1	0	27	0	4	3	0	0	1.1591641	-2.8131733	-0.60998917	0.63324142	2.7988136	-3.5044496	-0.56061357	0.72948915	2.7302797	-2.6030769	-0.44039819	0.7924993	3.0105057	38.750587	6	0.16216215	16	64	2	37	4	6	0.16216215	46	0	22.949018	19.106071	14.853006	16.509861	15.991203	11.858255	7.453248	9.3240643	0	0	0.76532644	17	0	-0.88145381	-0.41521087	0.095977426	2.9756742	-2.2597773	-0.34924588	0.18157959	2.9870384	-0.62969005	-0.22267038	0.18013149	3.2142437	24.68371	10.947668	5.5555553	19.438848	8.5532141	4.3153934	5.038322	7	2	1	0	4.0110002	12.788511	0	1	27	0	5	8	2	6.7820001	-6.783	3.0370851	-3.0370851	0.11473229	0.17932735	95.287956	159.48508	0	8.6190128	0	0	26.059555	65.691597	54.091755	0	0	13.566921	0	27.270733	0.85136354	0.35687798	0.090735704	0.14863649	0.64312202	0.057900783	383.17538	160.621	40.837654	66.897209	289.4516	26.059555	0.47058824	0.8888889	6.7820001	-6.783	0.1443527	0.14138287	0.58645654	0.42385611	0.12794285	0.41354346	0.57614386	0.28560063	263.94803	190.76602	57.583569	186.12459	259.30658	128.54102	9	0	5	0.1443527	0.14138287	1	1.4349	63.818409	11.317371	0	110.63747	30.233366	0	7.9114027	148.19049	37.736813	63.01086	12.51259	93.532089	5.0234065	18.01075	14.282553	7.4738488	178.45346	116.93143	39.148643	81.839996	0.35823497	6.2094536	3.8656785	9.7752934	450.0726	610.15662	40.700764	27.133842	0	5.6825762	340.70795	32.14904	46.383339	466.96899	3509	53	180
sertindole19	0	1947	2.710634	-4.9359598	43.22731	0	0	2	2	1	0	15	0	34	0	1	21	18	55.381153	1.6288574	0	0	17	1	1	13	0	1	1	0	0	1.7324899	-2.3689139	-0.63773888	0.6264081	2.4125624	-2.307308	-0.51686913	0.80591482	2.495254	-2.1373315	-0.43257299	0.85431087	2.6865525	18.772692	3	0.13043478	16	36	1	23	3	3	0.13043478	19	0	14.982763	12.193229	9.8259087	11.405413	10.096556	7.0742021	5.4087362	7.2895899	0	0	0.78504193	10	0	-0.84432608	-0.40807191	0.032744106	2.5013616	-0.78292745	-0.26386139	0.2301342	2.6445811	-0.50911665	-0.21141486	0.19305076	2.8197656	15.879017	6.6299357	3.2	11.842243	4.8659844	2.3198259	2.7440083	2	0	1	1	5.4260001	8.3573389	0	1	16	1	3	3	1	2.549	-2.55	1.1844864	-1.1844864	0.13924262	0.26608953	62.410534	40.822639	9.0208454	8.458519	0	0	0	85.784325	48.329624	0	0	11.908636	13.566921	0	0.90911388	0.56934834	0.090886086	0.090886086	0.43065166	0	254.82649	159.58951	25.475557	25.475557	120.71254	0	0.5	1	2.549	-2.55	0.23342487	0.22352941	0.86168009	0.61788839	0.10814347	0.13831991	0.38211158	0.030176446	241.53069	173.19539	30.312836	38.771355	107.10666	8.458519	5	1	3	0.23342487	0.22352941	1	5.0156999	0	7.5867038	9.1210184	0	27.047791	0	3.5006065	148.19049	18.868406	87.434769	8.2864504	23.862217	16.859205	9.1210184	6.6861815	7.4738488	159.58505	5.6876111	72.474655	22	0.48250595	5.523562	3.066978	8.5095568	280.30206	384.37183	13.566921	0	0	0	249.02327	8.458519	13.566921	301.74799	881	34	112
sertindole7	0	131	3.8827288	-4.6967201	78.374962	0	0	2	3	2	0	15	1	68	1	3	34	27	102.59177	1.5087025	0	0	27	1	0	34	0	4	2	0	0	1.1391214	-2.8131735	-0.58796167	0.59367448	2.7988141	-3.5044496	-0.52167678	0.68272334	2.7303002	-2.6030769	-0.41888186	0.73950481	3.0105083	46.403038	8	0.21052632	16	72	1	38	5	8	0.21052632	55	0	23.492989	20.612038	16.76722	18.346724	16.618525	12.750484	8.0568008	9.8989792	0	0	0.7255739	19	1	-0.88145387	-0.37745208	0.065995663	3.0001497	-2.2597775	-0.2768431	0.16238877	3.0199406	-0.62969041	-0.21089518	0.17254496	3.2397342	25.641273	12.029903	6.123457	20.94326	9.7622604	4.9465709	6.01334	6	2	1	0	4.3909998	13.709288	0	1	27	0	5	10	2	6.507	-5.5079999	3.3890433	-2.3890433	0.10281713	0.16016839	128.81639	181.05479	0	8.6190128	0	0	26.059555	74.392914	54.091755	0	0	13.566921	0	2.6406472	0.91360694	0.29574779	0.033127919	0.086393081	0.70425218	0.053265166	446.97485	144.69223	16.207567	42.267124	344.54974	26.059555	0.47368422	0.89999998	6.507	-5.5079999	0.10603965	0.17411038	0.61831778	0.33957824	0.067356206	0.38168219	0.66042173	0.31432599	302.50702	166.13594	32.953484	186.73495	323.10605	153.78146	10	0	5	0.10603965	0.17411038	0.70588237	3.2602701	21.135065	9.853363	10.999887	131.56372	6.37115	54.252274	7.9114027	148.19049	37.736813	63.01086	13.63754	37.98642	5.0234065	18.01075	14.282553	7.4738488	197.32187	136.39368	74.532509	50.939999	0.34983629	6.2479277	3.9473624	9.8576031	489.24197	664.36786	16.070677	0	0	5.6825762	414.23334	17.440542	21.753254	482.048	3897	53	182
CHLOROQUINE	1	2.5	5.6020598	-3.76284	55.16341	0	0	2	3	1	0	10	1	49	1	2	22	19	66.925285	1.3658221	0	0	18	1	0	27	0	3	0	0	0	1.7247424	-2.7538414	-0.50055647	0.58638465	2.7103105	-3.4871104	-0.43245193	0.63392252	2.6516762	-2.5408711	-0.35785761	0.7036981	2.9245148	33.236588	8	0.34782609	11	50	0	23	9	8	0.34782609	39	0	15.949383	14.580743	11.999636	12.957819	10.634561	8.6579418	6.0098543	7.1077204	1	1	0.68903774	13	1	-0.88452291	-0.35174999	0.043530699	2.7444115	-2.259587	-0.24760002	0.14853187	2.7613037	-0.62976134	-0.17568123	0.15589023	2.9695179	18.340265	9.333333	5.5514975	16.152203	8.1674271	4.8355374	5.9964514	3	2	1	0	4.2870002	9.4980154	0	1	11	1	2	8	0	4.2249999	-3.2249999	2.2082131	-1.208213	0.15777178	0.27929142	93.035118	93.19577	8.6190128	0	0	0	8.6190128	122.66528	29.581947	0	0	0	5.8194671	0	0.96006346	0.43720919	0.016096525	0.039936539	0.56279081	0.023840012	347.09714	158.0667	5.8194671	14.43848	203.46892	8.6190128	0.46153846	0.85714287	4.2249999	-3.2249999	0.11905325	0.29736435	0.79952186	0.23350683	0.016096525	0.20047812	0.7664932	0.1843816	289.05563	84.421028	5.8194671	72.47998	277.11456	66.660515	7	0	2	0.11905325	0.29736435	1	3.3935001	3.1243138	34.79628	3.9819686	55.318733	0	0	3.5006065	92.504196	37.736813	141.88344	9.59834	3.1243138	16.78553	0	7.4825754	25.4846	125.5239	55.318733	139.12669	29.360001	0.4530769	5.523562	3.4880383	8.5913696	361.53561	465.70453	5.6825762	0	0	5.6825762	320.68323	0	11.365152	320.888	1212	31	106
1	1	0.87	6.0604806	-4.6967702	77.778999	0	0	3	4	4	0	23	1	65	0	4	36	26	94.181236	1.4489421	0	0	29	0	0	29	0	6	1	0	0	1.1963762	-2.65924	-0.62304443	0.68389267	2.7856281	-3.4129171	-0.5335505	0.72422469	2.6163797	-2.4759991	-0.46308824	0.8330242	2.9885688	41.241001	9	0.22499999	23	69	1	40	4	10	0.25	44	1	24.744066	20.124561	16.980246	19.597801	17.691004	12.236284	8.1258802	10.957058	1	1	0.70397365	18	1	-0.85704356	-0.38182896	0.080586381	2.9710324	-2.2433445	-0.29736665	0.16006328	2.9354019	-0.6299938	-0.21605732	0.18750957	3.1871808	27.5625	13.875172	7.5675459	19.109774	9.5112238	5.1461854	5.0488148	7	1	1	0	3.3670001	14.205109	0	1	28	0	5	10	2	7.3439999	-6.3449998	3.5870445	-2.5870445	0.097458698	0.1286702	101.0402	161.02893	34.915421	3.1459606	0	12.949531	8.6190128	41.181789	98.03923	0	17.742489	5.6825762	19.249496	0	0.90766263	0.36119443	0.049508218	0.092337392	0.63880557	0.042829178	457.09402	181.89558	24.932074	46.500618	321.69907	21.568544	0.5	1	7.3439999	-6.3449998	0.09300109	0.15114263	0.68158966	0.37888345	0.098043367	0.31841037	0.62111658	0.22036698	343.2449	190.80368	49.374115	160.34975	312.79095	110.97563	9	0	5	0.09300109	0.15114263	1	3.649884	3.1243138	43.853249	27.844185	66.100677	15.499047	0	0	262.50363	18.868406	73.758316	13.61777	26.98653	69.653824	0	36.082764	0	355.13034	23.698362	0	79.25	0.33426812	6.321928	3.8459735	10.065619	503.59464	678.4231	42.674564	0	0	0	374.33124	58.039555	42.674564	477.59198	4304	52	188
ranolazine	1	14.6	4.8356471	-3.49631	72.085754	0	0	2	3	4	0	12	2	66	2	6	31	23	96.611122	1.4638048	0	0	24	0	0	35	0	3	4	0	0	1.3074281	-2.8153224	-0.49535409	0.61514419	2.8427913	-3.6481578	-0.5379293	0.52755672	2.4756129	-2.6444843	-0.40379614	0.68862945	3.0008905	46.352245	9	0.27272728	12	68	1	33	5	10	0.30303031	55	0	22.216969	18.740509	15.568549	16.940947	14.956729	10.930232	6.7414174	8.5124388	1	1	0.69962972	18	2	-0.87812382	-0.33805969	0.072884828	2.9422092	-2.2817078	-0.3559078	0.14294693	2.7662847	-0.64152449	-0.21628857	0.1453791	3.1073761	25.619835	13.032024	8.0658436	20.811604	10.5087	6.4691744	7.0549326	7	4	1	0	1.76974	12.238128	0	1	18	1	3	11	1	7.777	-5.7789998	4.783443	-2.783443	0.072978094	0.13790762	57.289524	113.05517	96.314362	21.811338	10.324173	12.949531	17.238026	66.422241	61.274521	0	0	0	13.566921	12.911943	0.86134839	0.31909996	0.054803766	0.13865159	0.68090004	0.083847828	416.16714	154.17563	26.478865	66.990593	328.98212	40.51173	0.5	1	7.777	-5.7789998	0.073164456	0.16594566	0.58684832	0.24149519	0.054803766	0.41315168	0.75850481	0.35834792	283.54031	116.68027	26.478865	199.61743	366.47748	173.13857	9	0	3	0.073164456	0.16594566	1	-0.52616	53.633629	23.269535	30.330866	131.56372	6.37115	35.383869	0	123.50229	0	79.89563	12.01689	30.110844	47.385002	0	23.326654	20.767498	123.50229	136.82251	102.0359	76.669998	0.36097246	6.044394	4.0079403	9.5636654	483.15775	613.98334	18.574432	0	0	5.6825762	385.48248	12.949531	37.823929	429.561	3410	45	154
1	1	7.1999998	5.1426673	-4.0560598	62.78503	0	0	1	2	3	0	17	1	53	0	3	29	20	77.889122	1.469606	0	0	23	0	0	24	0	5	1	0	0	1.1819683	-2.5712674	-0.60374254	0.66132015	2.754966	-3.3584557	-0.53807992	0.74883348	2.6052496	-2.3999288	-0.44759157	0.80841774	2.9610584	33.134968	7	0.21875	17	56	1	32	4	8	0.25	37	1	20.053831	16.23819	13.463737	15.484917	14.224678	9.8681154	6.5283093	8.7323132	1	1	0.70721549	18	1	-0.85072494	-0.38240355	0.092665002	2.7769754	-2.2392702	-0.29762226	0.15577096	2.7466955	-0.63572842	-0.21605732	0.1828595	2.9941828	22.203125	11.039481	6.0357141	15.422231	7.5597353	4.0899606	4.0202751	6	2	1	0	2.5439999	11.415459	0	1	22	1	4	8	0	6.2280002	-5.2280002	3.2464273	-2.2464273	0.1070637	0.14873336	65.339828	135.43661	21.723097	3.1459606	0	12.949531	17.238026	28.926888	85.784325	0	17.742489	5.6825762	13.566921	0	0.87869287	0.37224466	0.047233827	0.12130713	0.62775534	0.0740733	358.09921	151.7032	19.249496	49.437054	255.83307	30.187557	0.5	1	6.2280002	-5.2280002	0.10966603	0.17329763	0.63170427	0.38868383	0.10720896	0.36829573	0.6113162	0.26108676	257.44241	158.40276	43.691536	150.09386	249.13351	106.40232	9	0	4	0.10966603	0.17329763	1	2.466784	18.01075	27.06772	27.844185	66.100677	12.313473	0	0	192.78854	18.868406	55.318733	10.89944	23.862217	70.879044	0	32.897186	0	266.97568	23.698362	0	78.529999	0.38828552	6	3.874522	9.3850164	407.53625	546.47986	36.991985	0	5.6825762	5.6825762	279.60721	58.039555	42.674564	386.479	2672	40	150
CODEINE	0	301	3.5214336	-2.0352099	49.855446	0	0	1	1	3	0	6	1	44	1	4	22	18	62.293957	1.4157717	0	0	18	0	0	22	0	1	3	0	0	1.6325682	-2.8777592	-0.53079396	0.62359804	2.9259384	-3.5111639	-0.50038832	0.57960153	2.826684	-2.6657116	-0.377285	0.70742434	3.1445093	29.202555	1	0.03846154	6	48	1	26	3	1	0.03846154	41	0	15.060114	13.003833	11.240123	12.068549	10.663869	8.222682	5.7700558	6.8357353	5	0	0.7287786	9	1	-0.88284618	-0.37821263	0.071206421	3.1504812	-2.2598314	-0.35462961	0.11094414	3.1164727	-0.63060373	-0.20581371	0.13636135	3.3673751	14.352071	4.7619047	1.6435986	12.352807	4.0676036	1.3962564	2.2839236	4	2	1	0	1.201	8.2550125	0	1	22	1	5	1	1	4.527	-3.529	2.6556745	-1.6556745	0.13120216	0.23262292	63.727215	100.4118	29.872856	0	10.324173	0	8.6190128	16.671984	36.764713	0	0	0	0	12.775052	0.88638246	0.23717628	0.045761358	0.11361751	0.7628237	0.067856155	247.44856	66.211746	12.775052	31.718239	212.95506	18.943186	0.44444445	0.80000001	4.527	-3.529	0.11111111	0.27174836	0.53213441	0.23717628	0.13355765	0.46786556	0.7628237	0.33430791	148.55428	66.211746	37.284859	130.61253	212.95506	93.327675	5	0	5	0.11111111	0.27174836	1	0.083970003	50.509315	0	16.919268	18.439579	10.781946	87.14946	0	70.572739	18.868406	10.486856	8.1587496	3.1243138	47.385002	4.4107962	33.777275	0	108.30955	18.439579	68.281059	43.130001	0.49213955	5.7004399	2.7298632	8.6853304	279.16681	412.16632	5.0075121	0	0	0	231.86761	0	18.574432	300.37799	824	51	136
tadafil	0	100	4	-3.9901299	57.897068	0	0	2	2	4	0	15	0	48	1	5	29	19	76.505196	1.5938582	0	0	22	0	0	19	0	3	4	0	0	1.3426623	-2.6847551	-0.57692909	0.59678656	2.7039003	-2.828701	-0.50653273	0.68794739	2.6540279	-2.4114811	-0.40836185	0.75157887	2.969625	31.138933	1	0.029411765	16	53	2	34	2	1	0.029411765	35	0	19.697941	15.844893	12.817472	14.421921	14.114194	9.6676645	6.0467649	8.0075684	2	2	0.77506614	10	0	-0.85416186	-0.41304475	0.050273072	2.9185674	-0.97571611	-0.36974597	0.12921722	2.9640284	-0.50575125	-0.20791446	0.169315	3.1962967	19.66782	7.5488167	3.1111112	14.173982	5.3715525	2.1931095	2.6253891	7	1	1	0	2.3429999	10.532157	0	1	30	1	6	1	1	5.0419998	-5.0450001	2.5265141	-2.5265141	0.097629279	0.14082336	68.874573	71.788307	20.063	29.820286	25.899061	0	0	41.181789	49.019615	0	0	0	27.133842	5.1444035	0.8283475	0.361377	0.095237166	0.17165251	0.638623	0.076415345	280.74756	122.47965	32.278244	58.177307	216.44522	25.899061	0.5	1	5.0419998	-5.0450001	0.12376041	0.1308226	0.59494507	0.40050724	0.11460034	0.40505493	0.59949279	0.29045457	201.64169	135.74187	38.840904	137.28319	203.18301	98.442284	5	0	6	0.12376041	0.1308226	1	2.3067701	21.999775	16.766195	68.491928	41.423691	9.1278973	51.765594	0	128.21939	3.9819686	10.486856	10.47927	47.724434	28.248404	16.78553	27.578691	4.7171016	142.3707	51.941257	32.897186	74.870003	0.40518862	6.0874629	3.1607025	9.4772758	338.92487	502.42291	32.141354	0	0	5.6825762	231.00778	54.207516	37.823929	389.41098	1914	56	172
EPINASTINE	0	165.95	3.7800229	-3.5727401	42.128689	1	1	0	0	0	0	12	3	35	0	0	19	15	46.77002	1.3362862	0	0	16	0	0	16	0	3	0	0	0	1.6735895	-2.4312999	-0.5923081	0.64500958	2.6462669	-3.05493	-0.53918499	0.68861026	2.6062927	-2.2050753	-0.44314826	0.76636559	2.8914163	19.471312	0	0	12	38	1	22	2	0	0	25	0	12.819627	10.63493	9.1103659	10.53517	9.3433371	6.6563716	5.0587306	6.857738	1	1	0.69596803	7	1	-0.76274616	-0.36763588	0.11043898	2.7512755	-2.2010829	-0.30803531	0.14455846	2.7773104	-0.56722051	-0.19751245	0.16484863	3.0133164	12.719008	5.0800781	2.0860119	8.6651897	3.3797188	1.3621331	1.5413635	3	3	1	0	3.763	7.5241318	0	1	21	1	4	0	0	5.1469998	-4.1479998	2.262924	-1.2629241	0.15594949	0.22999988	17.232086	46.919247	23.037836	0	0	25.857038	15.681574	18.880524	85.784325	0	0	0	6.7880106	0	0.79879051	0.46403766	0.028262105	0.20120949	0.53596234	0.17294738	191.85402	111.45286	6.7880106	48.326622	128.72778	41.538612	0.2857143	0.40000001	5.1469998	-4.1479998	0.23314552	0.23312439	0.6666435	0.46403766	0.028262105	0.33335647	0.53596234	0.30509436	160.11487	111.45286	6.7880106	80.065773	128.72778	73.277763	5	0	4	0.23314552	0.23312439	1	0.64287001	52.80703	1.8990928	0	18.439579	9.5567245	18.868406	0	141.14548	3.9819686	2.7567475	7.6045098	16.78553	0	3.1243138	13.538693	35.653934	160.01389	20.338671	0	43.23	0.53475124	5.4594316	2.6261394	8.2558222	240.18065	359.67889	0	0	23.425066	23.425066	182.60068	15.681574	23.425066	250.325	587	36	108
PERHEXILINE	1	7.8000002	5.1079054	-6.59478	58.544548	0	0	1	2	0	0	0	1	56	0	0	20	19	58.383953	1.0425706	0	0	19	0	0	36	0	1	0	0	0	1.6083797	-2.9126017	-0.46642977	0.5782367	2.8659651	-3.4217634	-0.45375818	0.60406023	2.9617627	-2.6693966	-0.40327924	0.66204953	3.1088479	39.355453	4	0.18181819	0	58	0	22	5	4	0.18181819	58	0	13.62311	13.493353	12.916003	12.916003	9.9326534	9.7659864	9.0244045	9.0244045	1	0	0.61004037	9	1	-0.87272161	-0.315927	0.10560195	3.1750128	-2.2477152	-0.25979373	0.12639037	3.2414043	-0.63602859	-0.20927151	0.14439589	3.3745346	14.917356	7.8520408	4.25	14.917356	7.8520408	4.25	5.8565841	1	2	1	0	6.013	8.7177839	0	1	18	1	3	10	0	1.906	-0.90600002	2.0143795	-1.0143794	0.17220512	0.34161669	149.62959	29.134443	0	0	0	0	17.238026	52.207878	52.207878	0	0	0	0	0	0.9426198	0.34756845	0	0.05738017	0.65243155	0.05738017	283.17981	104.41576	0	17.238026	196.00206	17.238026	0.44444445	0.80000001	1.906	-0.90600002	0.26390347	1	0.88823462	0	0	0.11176538	1	0.11176538	266.84152	0	0	33.576313	300.41782	33.576313	5	0	3	0.26390347	1	0	4.2691998	18.01075	0	3.9819686	18.439579	13.232388	0	0	0	264.15768	0	8.56884	0	18.01075	13.232388	3.9819686	0	264.15768	18.439579	0	16.610001	0.49991596	5.4594316	2.9927657	8.3763571	300.41782	456.53369	0	0	5.6825762	5.6825762	254.9436	0	5.6825762	278.504	802	27	100
